libelle,longueur,position,fin,type,nom,champ,table,an,Typer,cla,z,rg,curseur
Date de facturation patient,8,365,372,c,DATFACTPAT,ssr,rhs_ano,23,,,,,
Date de paiement AMO,8,373,380,c,DATPAIAMO,ssr,rhs_ano,23,,,,,
Date de paiement AMC,8,381,388,c,DATPAIAMC,ssr,rhs_ano,23,,,,,
Date de paiement patient,8,389,396,c,DATPAIPAT,ssr,rhs_ano,23,,,,,
Statut FT AMO,1,397,397,c,STATFTAMO,ssr,rhs_ano,23,,,,,
Statut FT AMC,1,398,398,c,STATFTAMC,ssr,rhs_ano,23,,,,,
Statut FT patient,1,399,399,c,STATFTPAT,ssr,rhs_ano,23,,,,,
Pays d’assurance social,3,400,402,c,PAYSPAT,ssr,rhs_ano,23,,,,,
Numéro d’identification permanent du patient (IPP),20,403,422,c,IPP,ssr,rhs_ano,23,,,,,
ART51,1,423,423,c,ART51,ssr,rhs_ano,23,,,,,
Filler,50,424,473,c,Filler,ssr,rhs_ano,23,,,,,
Empreinte numérique,32,474,505,c,EMPNUM,ssr,rhs_ano,23,,,,,
Zone chiffrée,1428,506,1933,c,ZONECHIFFREE,ssr,rhs_ano,23,,,,,
Date de réalisation,8,1,8,c,DATE_ACTE,ssr,rhs_ccam,23,,,,,
Code CCAM,7,9,15,c,CDCCAM,ssr,rhs_ccam,23,,,,,
Partie descriptive,3,16,18,c,DESCRI,ssr,rhs_ccam,23,,,,,
Phase CCAM,1,19,19,c,PHASE,ssr,rhs_ccam,23,,,,,
Activité CCAM,1,20,20,c,ACT,ssr,rhs_ccam,23,,,,,
Extension documentaire CCAM,1,21,21,c,EXTDOC,ssr,rhs_ccam,23,,,,,
Nb de réalisations,2,22,23,i,NBEXEC,ssr,rhs_ccam,23,,,,,
Code CSARR,7,1,7,c,CSARR,ssr,rhs_csarr,23,,,,,
Code supplémentaire appareillage,3,8,10,c,CDAPP,ssr,rhs_csarr,23,,,,,
Code modulateur de lieu,2,11,12,c,CDMOD,ssr,rhs_csarr,23,,,,,
Code modulateur patient n°1,2,13,14,c,CDPAT1,ssr,rhs_csarr,23,,,,,
Code modulateur patient n°2,2,15,16,c,CDPAT2,ssr,rhs_csarr,23,,,,,
Code de l'intervenant,2,17,18,c,CDINTER,ssr,rhs_csarr,23,,,,,
Nb de réalisations,3,19,21,i,NBEXEC,ssr,rhs_csarr,23,,,,,
Date de réalisation,8,22,29,c,DATE_ACTE,ssr,rhs_csarr,23,,,,,
Nb réel de patients,2,30,31,i,NBPATREEL,ssr,rhs_csarr,23,,,,,
Nb d'intervenants,2,32,33,i,NBINT,ssr,rhs_csarr,23,,,,,
Extension documentaire CSARR,2,34,35,c,EXTDOCcsarr,ssr,rhs_csarr,23,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,ssrha,23,,,,,
Version du Format du SSRHA,3,10,12,c,NOVERSSRHA,ssr,ssrha,23,,,,,
Version de GENRHA,3,13,15,c,NOVERGENRHA,ssr,ssrha,23,,,,,
N° Séquentiel du séjour,7,16,22,c,NOSEQSEJ,ssr,ssrha,23,,,,,
Type de suite,1,23,23,c,TYPESUITE,ssr,ssrha,23,,,,,
Durée du séjour,4,24,27,i,DUREESEJ,ssr,ssrha,23,,,,,
Nombre des journées de présence de la suite,4,28,31,i,NBJOURNEESPRES,ssr,ssrha,23,,,,,
Mode d’entrée,1,32,32,c,ECHPMSI,ssr,ssrha,23,,,,,
Provenance,1,33,33,c,PROV,ssr,ssrha,23,,,,,
Mode de sortie,1,34,34,c,SCHPMSI,ssr,ssrha,23,,,,,
Destination,1,35,35,c,DEST,ssr,ssrha,23,,,,,
Type d’hospitalisation,1,36,36,c,TYPEHOSPI,ssr,ssrha,23,,,,,
Nombre de mutations,3,37,39,i,NBMUTATIONS,ssr,ssrha,23,,,,,
Type de valorisation du séjour,1,40,40,c,TYPE_VALO,ssr,ssrha,23,,,,,
Nombre de RHA,3,41,43,i,NBRHA,ssr,ssrha,23,,,,,
Nombre de zones de groupage,3,44,46,i,NBZGP,ssr,ssrha,23,,,,,
Zone de groupage (non encore découpée par pmeasyr),,47,,c,ZGP,ssr,ssrha,23,,,,,
Groupe médico-économique,7,1,7,c,GME,ssr,ssrha_gme,23,,,,,
Groupe médico-tarifaire,4,8,11,c,GMT,ssr,ssrha_gme,23,,,,,
Nombre de jours de présence valorisables,3,12,14,i,NJ,ssr,ssrha_gme,23,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,rha,24,,,,,
N° de version du format du RHA,3,10,12,c,NOVERRHA,ssr,rha,24,,,,,
N° de version  de GENRHA,3,13,15,c,NOVERGENRHA,ssr,rha,24,,,,,
Groupage Etablissement Version classification,2,16,17,c,RHSVCLASS,ssr,rha,24,,,,,
Groupage Etablissement CM,2,18,19,c,RHSCM,ssr,rha,24,,,,,
Groupage Etablissement Code,2,20,21,c,RHSCODE,ssr,rha,24,,,,,
Groupage Etablissement Subdivision,1,22,22,c,RHSSUBD,ssr,rha,24,,,,,
Groupage Etablissement Niveau de lourdeur,1,23,23,c,RHSNL,ssr,rha,24,,,,,
Groupage Etablissement Sévérité,1,24,24,c,RHSSEV,ssr,rha,24,,,,,
Groupage Etablissement Code retour,3,25,27,c,RHSCDR,ssr,rha,24,,,,,
Groupage Etablissement Indicateur d’erreur,1,28,28,c,RHSINDERR,ssr,rha,24,,,,,
Groupage GENRHA Version classification,2,29,30,c,RHAVCLASS,ssr,rha,24,,,,,
Groupage GENRHA CM,2,31,32,c,RHACM,ssr,rha,24,,,,,
Groupage GENRHA Code,2,33,34,c,RHACODE,ssr,rha,24,,,,,
Groupage GENRHA Subdivision,1,35,35,c,RHASUBD,ssr,rha,24,,,,,
Groupage GENRHA Niveau de lourdeur,1,36,36,c,RHANL,ssr,rha,24,,,,,
Groupage GENRHA Sévérité,1,37,37,c,RHASEV,ssr,rha,24,,,,,
Groupage GENRHA Code retour,3,38,40,c,RHACDR,ssr,rha,24,,,,,
Groupage GENRHA Indicateur d’erreur,1,41,41,c,RHAINDERR,ssr,rha,24,,,,,
GMT,4,42,45,c,GMT,ssr,rha,24,,,,,
Indicateur d'appartenance à la zone basse,1,46,46,c,BBASSE,ssr,rha,24,,,,,
Nombre de journées du supplément zone basse,3,47,49,i,NBJSUPBBASSE,ssr,rha,24,,,,,
Zone de valorisation,1,50,50,c,ZONEVALO,ssr,rha,24,,,,,
Nombre de journées en zone haute,3,51,53,i,NBJZHAUTE,ssr,rha,24,,,,,
,12,54,65,c,Filler,ssr,rha,24,,,,,
Type de génération automatique du RHA,1,66,66,c,TYPGENAUTRHA,ssr,rha,24,,,,,
N° séquentiel du séjour,7,67,73,c,NOSEQSEJ,ssr,rha,24,,,,,
N° séquentiel du RHS,3,74,76,c,NOSEQRHS,ssr,rha,24,,,,,
Age en années,3,77,79,i,AGEAN,ssr,rha,24,,,,,
Age en jours,3,80,82,i,AGEJR,ssr,rha,24,,,,,
Sexe,1,83,83,c,SEXE,ssr,rha,24,,,,,
Code géographique de résidence,5,84,88,c,CDGEO,ssr,rha,24,,,,,
Code postal de résidence,5,89,93,c,CDPOSTAL,ssr,rha,24,,,,,
Antériorité du RHS par rapport à l'entrée dans le séjour,4,94,97,c,ANTRHSSEJ,ssr,rha,24,,,,,
,6,98,103,c,Filler2,ssr,rha,24,,,,,
Type d'hospitalisation de l'unité médicale,1,104,104,c,TYPEHOSPI,ssr,rha,24,,,,,
Numéro séquentiel de l'UM,4,105,108,c,NUMSEQUM,ssr,rha,24,,,,,
Type d'autorisation de l'unité médicale,3,109,111,c,TYPAUT,ssr,rha,24,,,,,
N° FINESS géographique,9,112,120,c,NOFINESSGEO,ssr,rha,24,,,,,
Mode d’entrée dans l 'unité médicale,1,121,121,c,ECHPMSI,ssr,rha,24,,,,,
Provenance,1,122,122,c,PROV,ssr,rha,24,,,,,
Mode de sortie,1,123,123,c,SCHPMSI,ssr,rha,24,,,,,
Destination,1,124,124,c,DEST,ssr,rha,24,,,,,
Numéro de semaine calendaire,2,125,126,c,NUMSEMAINE,ssr,rha,24,,,,,
Année de semaine calendaire,4,127,130,c,ANNEESEMAINE,ssr,rha,24,,,,,
Semaine de début de séjour SSR,1,131,131,c,SEM_DEB_SEJ,ssr,rha,24,,,,,
Semaine de fin de séjour SSR,1,132,132,c,SEM_FIN_SEJ,ssr,rha,24,,,,,
Antériorité du RHS par rapport à l'entrée dans l'UM,4,133,136,c,ANTRHSUM,ssr,rha,24,,,,,
Mois/ Année du RHS,6,137,142,c,MOISANSRHS,ssr,rha,24,,,,,
Journées hors week-end,5,143,147,c,JOURNEES_HWE,ssr,rha,24,,,,,
Journées week-end,2,148,149,c,JOURNEES_WE,ssr,rha,24,,,,,
Ancienneté de l’intervention chirurgicale,4,150,153,c,ANCINTERVCHIR,ssr,rha,24,,,,,
Finalité principale de prise en charge,6,154,159,c,FPPC,ssr,rha,24,,,,,
Manifestation morbide principale,6,160,165,c,MMP,ssr,rha,24,,,,,
Affection étiologique,6,166,171,c,AE,ssr,rha,24,,,,,
Dépendance à l’habillage ou à la toilette,1,172,172,c,HABILLAGE,ssr,rha,24,,,,,
Dépendance au déplacement°,1,173,173,c,DEPLACEMENT,ssr,rha,24,,,,,
Dépendance à l’alimentation°,1,174,174,c,ALIMENTATION,ssr,rha,24,,,,,
Dépendance à la continence°,1,175,175,c,CONTINENCE,ssr,rha,24,,,,,
Dépendance au comportement°,1,176,176,c,COMPORTEMENT,ssr,rha,24,,,,,
Dépendance à la relation°,1,177,177,c,RELATION,ssr,rha,24,,,,,
Nombre de diagnostics associés dans ce RHS (n1),2,178,179,i,NBDA,ssr,rha,24,,,,,
Nombre d'actes CSARR dans ce RHS (n2),3,180,182,i,NBCSARR,ssr,rha,24,,,,,
Nombre d'actes CCAM dans ce RHS (n3),2,183,184,i,NBCCAM,ssr,rha,24,,,,,
Poursuite du même projet thérapeutique,1,185,185,c,POURSUITE,ssr,rha,24,,,,,
,1,186,186,c,Filler3,ssr,rha,24,,,,,
Lit identifié soins palliatifs (LISP),2,187,188,c,LISP,ssr,rha,24,,,,,
Type unité spécifique,2,189,190,c,TYPEUMSPE,ssr,rha,24,,,,,
Score RR,5,191,195,c,RR,ssr,rha,24,,,,,
Score RR spécialisé,5,196,200,c,RRSPE,ssr,rha,24,,,,,
Dépendance physique,2,201,202,c,DEPPHY,ssr,rha,24,,,,,
Dépendance physique maximale,2,203,204,c,DEPPHYMAX,ssr,rha,24,,,,,
Dépendance cognitive,2,205,206,c,DEPCOG,ssr,rha,24,,,,,
Dépendance cognitive maximale,2,207,208,c,DEPCOGMAX,ssr,rha,24,,,,,
,,209,,c,ZAD,ssr,rha,24,,,,,
Index de liaison,32,1,32,c,ILIAISON,ssr,rha_ano,24,,,,,
N° FINESS  e-PMSI,9,33,41,c,NOFINESS,ssr,rha_ano,24,,,,,
N° format,3,42,44,c,NOFORM,ssr,rha_ano,24,,,,,
N° format VID-HOSP,3,45,47,c,NOVIDHOSP,ssr,rha_ano,24,,,,,
,6,48,53,c,Filler0,ssr,rha_ano,24,,,,,
Code retour contrôle « n° immatriculation assuré  »,1,54,54,c,CRSECU,ssr,rha_ano,24,,,,,
Code retour contrôle « date de  naissance »,1,55,55,c,CRDNAI,ssr,rha_ano,24,,,,,
Code retour contrôle « sexe »,1,56,56,c,CRSEXE,ssr,rha_ano,24,,,,,
Code retour contrôle « n° d’identification administratif de séjour »,1,57,57,c,CRNODA,ssr,rha_ano,24,,,,,
Code retour « fusion ANO-HOSP et HOSP-PMSI »,1,58,58,c,CRFUSHOSP,ssr,rha_ano,24,,,,,
Code retour « fusion ANO-PMSI et fichier PMSI »,1,59,59,c,CRFUSPMSI,ssr,rha_ano,24,,,,,
Code retour contrôle « date de référence» ( date d'entrée du séjour),1,60,60,c,CRDTENT,ssr,rha_ano,24,,,,,
Code retour contrôle « Cohérence date naissance »,1,61,61,c,CRCDNAI,ssr,rha_ano,24,,,,,
Code retour contrôle « Cohérence sexe »,1,62,62,c,CRCSEXE,ssr,rha_ano,24,,,,,
N° anonyme,17,63,79,c,NOANON,ssr,rha_ano,24,,,,,
,60,80,139,c,Filler01,ssr,rha_ano,24,,,,,
Date de naissance,8,140,147,c,DTNAIS,ssr,rha_ano,24,,,,,
N° anonyme individuel,9,148,156,c,NOANONIND,ssr,rha_ano,24,,,,,
Délai à la date d'entrée du séjour,5,157,161,i,DELAIDATEENTREE,ssr,rha_ano,24,,,,,
N° séquentiel dans fichier PMSI,7,162,168,c,NOSEQSEJ,ssr,rha_ano,24,,,,,
,3,169,171,c,Filler5,ssr,rha_ano,24,,,,,
Date d'entrée du séjour PMSI,8,172,179,c,DTENT,ssr,rha_ano,24,,,,,
Date de sortie du séjour PMSI,8,180,187,c,DTSOR,ssr,rha_ano,24,,,,,
Code retour contrôle « code grand régime »,1,188,188,c,CRCODEGR,ssr,rha_ano,24,,,,,
Code retour contrôle « code gestion »,1,189,189,c,CRCDGESTION,ssr,rha_ano,24,,,,,
Code retour contrôle « code justification d’exonération du ticket modérateur » ,1,190,190,c,CREXTICM,ssr,rha_ano,24,,,,,
Code retour contrôle « code de prise en charge du forfait journalier »,1,191,191,c,CRPRFOJO,ssr,rha_ano,24,,,,,
Code retour contrôle « nature d’assurance »,1,192,192,c,CRNATASS,ssr,rha_ano,24,,,,,
Code retour contrôle « type de contrat souscrit auprès d'un organisme complémentaire »,1,193,193,c,CRTYPECO,ssr,rha_ano,24,,,,,
Code retour contrôle « séjour facturable à l’assurance maladie »,1,194,194,c,CRFACTAM,ssr,rha_ano,24,,,,,
Code retour contrôle « motif de la non facturation à l'assurance maladie »,1,195,195,c,CRMOTNOFACT,ssr,rha_ano,24,,,,,
Code retour contrôle « facturation du 18 euro »,1,196,196,c,CRTOP18,ssr,rha_ano,24,,,,,
Code retour contrôle « nombre de venues de la facture »,1,197,197,c,CRNBEVEN,ssr,rha_ano,24,,,,,
Code retour contrôle « montant à facturer au titre du ticket modérateur»,1,198,198,c,CRTICMOD,ssr,rha_ano,24,,,,,
Code retour contrôle « montant à facturer au titre du forfait journalier »,1,199,199,c,CRFORJOU,ssr,rha_ano,24,,,,,
Code retour contrôle « montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes »),1,200,200,c,CRFACTOT,ssr,rha_ano,24,,,,,
Code retour contrôle « montant lié à la majoration au parcours de soin »,1,201,201,c,CRMAJPAR,ssr,rha_ano,24,,,,,
Code retour contrôle « montant base remboursement »,1,202,202,c,CRMTBASE,ssr,rha_ano,24,,,,,
Code retour contrôle « taux de remboursement »,1,203,203,c,CRTXRM,ssr,rha_ano,24,,,,,
Code retour contrôle « Patient bénéficiaire de la CMU »,1,204,204,c,CRPBCMU,ssr,rha_ano,24,,,,,
Filler,3,205,207,c,Filler1,ssr,rha_ano,24,,,,,
Code retour contrôle « Identifiant anonyme d'hospitalisation »,1,208,208,c,CRNOADM,ssr,rha_ano,24,,,,,
Code retour contrôle « Montant total du séjour remboursable pour l'AMC »,1,209,209,c,CRRMBAMC,ssr,rha_ano,24,,,,,
Code retour contrôle « Code participation assuré »,1,210,210,c,CRPARTASS,ssr,rha_ano,24,,,,,
Code retour contrôle « N° d’entrée »,1,211,211,c,CRNUMENT,ssr,rha_ano,24,,,,,
Code retour contrôle « Rang de naissance »,1,212,212,c,CRRGNAISS,ssr,rha_ano,24,,,,,
Code retour contrôle « Rang du bénéficiaire »,1,213,213,c,CRRGBEN,ssr,rha_ano,24,,,,,
Code retour contrôle « N° caisse gestionnaire »,1,214,214,c,CRCAISSGEST,ssr,rha_ano,24,,,,,
Code retour contrôle « N° centre gestionnaire »,1,215,215,c,CRCENTRGEST,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Confirmation de la prise en charge dans le cadre du dispositif des soins urgents""",1,216,216,c,CRPECSU,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Numéro accident du travail ou date d'accident de droit commun""",1,217,217,c,CRAT,ssr,rha_ano,24,,,,,
"Code retour contrôle ""N° d'organisme complémentaire""",1,218,218,c,CRCOMP,ssr,rha_ano,24,,,,,
"Code retour contrôle ""N° FINESS d’inscription e-PMSI""",1,219,219,c,CRCFINESSPMSI,ssr,rha_ano,24,,,,,
"Code retour contrôle ""N° immatriculation individuel""",1,220,220,c,CRCIMMATIND,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Nature de la pièce justificative des droits""",1,221,221,c,CRCNATJUSTDROITS,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Prise en charge établie le""",1,222,222,c,CRCDATEPEC,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Attestation de droits, carte Vitale ou prise en charge valable à compter du.""",1,223,223,c,CRCDATEATTEST,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Délivrée par""",1,224,224,c,CRCDELIVR,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Régime de prestation de l’assuré""",1,225,225,c,CRCREGPRESTASS,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Top éclatement des flux par l’établissement""",1,226,226,c,CRCECLATFLUX,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Date d’entrée""",1,227,227,c,CRCDTENT,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Date de sortie""",1,228,228,c,CRCDTSORT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Montant total du séjour facturé au patient """,1,229,229,c,CRMTTFACPAT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Rejet AMO """,1,230,230,c,CRREJETAMO,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de facturation AMO """,1,231,231,c,CRDATFACTAMO,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de facturation AMC """,1,232,232,c,CRDATFACTAMC,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de facturation patient """,1,233,233,c,CRDATFACTPAT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de paiement AMO """,1,234,234,c,CRDATPAIAMO,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de paiement AMC """,1,235,235,c,CRDATPAIAMC,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Date de paiement patient """,1,236,236,c,CRDATPAIPAT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Statut FT AMO """,1,237,237,c,CRSTATFTAMO,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Statut FT AMC """,1,238,238,c,CRSTATFTAMC,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Statut FT patient """,1,239,239,c,CRSTATFTPAT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" Pays d’assurance social """,1,240,240,c,CRPAYSPAT,ssr,rha_ano,24,,,,,
"Code retour contrôle "" N° d'identification permanent du patient""",1,241,241,c,CRIPP,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Identifant nationale de santé""",1,242,242,c,CRINS,ssr,rha_ano,24,,,,,
"Code retour contrôle ""Article 51""",1,243,243,c,CRART51,ssr,rha_ano,24,,,,,
,30,244,273,c,Filler02,ssr,rha_ano,24,,,,,
Code grand régime,2,274,275,c,CODEGR,ssr,rha_ano,24,,,,,
Code gestion,2,276,277,c,CDGESTION,ssr,rha_ano,24,,,,,
Code justification d’exonération du ticket modérateur,1,278,278,c,CDEXTICM,ssr,rha_ano,24,,,,,
Code de prise en charge du forfait journalier ,1,279,279,c,CDPRFOJO,ssr,rha_ano,24,,,,,
Nature d'assurance,2,280,281,c,NATASS,ssr,rha_ano,24,,,,,
Type de contrat souscrit auprès d'un organisme complémentaire,2,282,283,c,TYPECONT,ssr,rha_ano,24,,,,,
Séjour facturable à l’assurance maladie,1,284,284,c,FACTAM,ssr,rha_ano,24,,,,,
Motif de la non facturation à l'assurance maladie,1,285,285,c,MOTNOFACT,ssr,rha_ano,24,,,,,
Facturation du 18 euro,1,286,286,c,FAC18,ssr,rha_ano,24,,,,,
Nombre de venues de la facture,4,287,290,i,NBEVEN,ssr,rha_ano,24,,,,,
Montant à facturer au titre du ticket modérateur,10,291,300,n,MTFACTMO,ssr,rha_ano,24,,,,,
Montant à facturer au titre du forfait journalier ,10,301,310,n,MTFORJOU,ssr,rha_ano,24,,,,,
Montant total du séjour remboursé par l’assurance maladie (i.e. hors prestations annexes),10,311,320,n,MTFACTOT,ssr,rha_ano,24,,,,,
Montant lié à la majoration au parcours de soins,4,321,324,n,MTMALPAR,ssr,rha_ano,24,,,,,
Montant base remboursement,10,325,334,n,MTBASERM,ssr,rha_ano,24,,,,,
Taux de remboursement,5,335,339,n,TAUXRM,ssr,rha_ano,24,,,,,
Patient bénéficiaire de la CMU,1,340,340,c,PBCMU,ssr,rha_ano,24,,,,,
Filler,66,341,406,c,Filler2,ssr,rha_ano,24,,,,,
Identifiant anonyme d'hospitalisation,8,407,414,c,DTHOSP,ssr,rha_ano,24,,,,,
Montant total du séjour remboursable pour l'AMC,10,415,424,n,MTRMBAMC,ssr,rha_ano,24,,,,,
Code participation assuré,1,425,425,c,PARTASS,ssr,rha_ano,24,,,,,
Identifiant de première hospitalisation,5,426,430,c,IDHOSPI1,ssr,rha_ano,24,,,,,
CR Identifiant de première hospitalisation,1,431,431,c,CRIDHOSPI1,ssr,rha_ano,24,,,,,
Filler,3,432,434,c,Filler3,ssr,rha_ano,24,,,,,
Rang de naissance,1,435,435,c,RGNAISS,ssr,rha_ano,24,,,,,
Rang du bénéficiaire,3,436,438,c,RGBEN,ssr,rha_ano,24,,,,,
N° caisse gestionnaire,3,439,441,c,CAISSGEST,ssr,rha_ano,24,,,,,
N° centre gestionnaire,4,442,445,c,CENTRGEST,ssr,rha_ano,24,,,,,
Confirmation de la prise en charge dans le cadre du dispositif des soins urgents,1,446,446,c,PECSU,ssr,rha_ano,24,,,,,
Numéro d'accident du travail ou date d'accident de droit commun,9,447,455,c,NUMAT,ssr,rha_ano,24,,,,,
N° d'organisme complémentaire,10,456,465,c,NUMCOMP,ssr,rha_ano,24,,,,,
Nature de la pièce justificative des droits,1,466,466,c,NATJUSTDROITS,ssr,rha_ano,24,,,,,
Prise en charge établie le,8,467,474,c,DATETABLPEC,ssr,rha_ano,24,,,,,
"Attestation de droits, carte Vitale ou prise en charge valable à compter du.",8,475,482,c,DATCARTVITALE,ssr,rha_ano,24,,,,,
Délivrée par,3,483,485,c,DELIVR,ssr,rha_ano,24,,,,,
Régime de prestation de l’assuré,3,486,488,c,REGPRESTASS,ssr,rha_ano,24,,,,,
Top éclatement des flux par l’établissement,1,489,489,c,ECLATFLUX,ssr,rha_ano,24,,,,,
Date d’entrée,8,490,497,c,DTENT2,ssr,rha_ano,24,,,,,
Date de sortie,8,498,505,c,DTSORT2,ssr,rha_ano,24,,,,,
Montant total du séjour facturé au patient,8,506,513,c,MTTFACPAT,ssr,rha_ano,24,,,,,
Rejet AMO,1,514,514,c,REJETAMO,ssr,rha_ano,24,,,,,
Date de facturation AMO,8,515,522,c,DATFACTAMO,ssr,rha_ano,24,,,,,
Date de facturation AMC,8,523,530,c,DATFACTAMC,ssr,rha_ano,24,,,,,
Date de facturation patient,8,531,538,c,DATFACTPAT,ssr,rha_ano,24,,,,,
Date de paiement AMO,8,539,546,c,DATPAIAMO,ssr,rha_ano,24,,,,,
Date de paiement AMC,8,547,554,c,DATPAIAMC,ssr,rha_ano,24,,,,,
Date de paiement patient,8,555,562,c,DATPAIPAT,ssr,rha_ano,24,,,,,
Statut FT AMO,1,563,563,c,STATFTAMO,ssr,rha_ano,24,,,,,
Statut FT AMC,1,564,564,c,STATFTAMC,ssr,rha_ano,24,,,,,
Statut FT patient,1,565,565,c,STATFTPAT,ssr,rha_ano,24,,,,,
Pays d’assurance social,3,566,568,c,PAYSPAT,ssr,rha_ano,24,,,,,
Filler,44,569,612,c,Filler03,ssr,rha_ano,24,,,,,
,64,613,676,c,Filler04,ssr,rha_ano,24,,,,,
Article 51,1,677,677,c,ART51,ssr,rha_ano,24,,,,,
,69,678,746,c,Filler05,ssr,rha_ano,24,,,,,
Zone chiffrée,344,747,1090,c,ZONECHIFFREE,ssr,rha_ano,24,,,,,
Délai depuis la date d'entrée dans l'UM,5,1,5,i,DELAI,ssr,rha_ccam,24,,,,,
Code CCAM,7,6,12,c,CDCCAM,ssr,rha_ccam,24,,,,,
Partie descriptive,2,13,14,c,DESCRI,ssr,rha_ccam,24,,,,,
Phase CCAM,1,15,15,c,PHASE,ssr,rha_ccam,24,,,,,
Activité CCAM,1,16,16,c,ACT,ssr,rha_ccam,24,,,,,
Extension documentaire CCAM,1,17,17,c,EXTDOC,ssr,rha_ccam,24,,,,,
Nb de réalisations,2,18,19,i,NBEXEC,ssr,rha_ccam,24,,,,,
Indicateur de validité,1,20,20,c,INDVAL,ssr,rha_ccam,24,,,,,
Code CSARR,7,1,7,c,CSARR,ssr,rha_csarr,24,,,,,
Code supplémentaire appareillage,3,8,10,c,CDAPP,ssr,rha_csarr,24,,,,,
Code modulateur de lieu,2,11,12,c,CDMOD,ssr,rha_csarr,24,,,,,
Code modulateur patient n°1,2,13,14,c,CDPAT1,ssr,rha_csarr,24,,,,,
Code modulateur patient n°2,2,15,16,c,CDPAT2,ssr,rha_csarr,24,,,,,
Code de l'intervenant,2,17,18,c,CDINTER,ssr,rha_csarr,24,,,,,
Nb de patients en acte individuel,1,19,19,i,NBPATIND,ssr,rha_csarr,24,,,,,
Nb de réalisations,2,20,21,i,NBEXEC,ssr,rha_csarr,24,,,,,
Indicateur de validité,1,22,22,c,INDVAL,ssr,rha_csarr,24,,,,,
Délai depuis la date d'entrée dans l'UM,5,23,27,i,DELAI,ssr,rha_csarr,24,,,,,
Nb réel de patients,2,28,29,i,NBPATREEL,ssr,rha_csarr,24,,,,,
Nb d'intervenants,2,30,31,i,NBINT,ssr,rha_csarr,24,,,,,
Extension documentaire CSARR,2,32,33,c,EXTDOCcsarr,ssr,rha_csarr,24,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,rha_med,24,,,,,
Type de prestation,2,10,11,c,TYPEPREST,ssr,rha_med,24,,,,,
Année période,4,12,15,c,ANNEE,ssr,rha_med,24,,,,,
N° période (mois),2,16,17,c,MOIS,ssr,rha_med,24,,,,,
Numéro séquentiel de séjour,7,18,24,c,NOSEQSEJ,ssr,rha_med,24,,,,,
Numéro séquentiel du RHS,3,25,27,c,NOSEQRHS,ssr,rha_med,24,,,,,
Code UCD,13,28,40,c,CDUCD,ssr,rha_med,24,,,,,
Nombre administré éventuellement fractionnaire,10,41,50,n,NBADM,ssr,rha_med,24,,,,,
Prix d'achat multiplié par le nombre administré,10,51,60,n,PRIX,ssr,rha_med,24,,,,,
Mois de la date d'administration,2,61,62,c,MOISADMIN,ssr,rha_med,24,,,,,
Année de la date d'administration,4,63,66,c,ANADMIN,ssr,rha_med,24,,,,,
Délai entre la date d’entrée du séjour et la date de dispensation,4,67,70,i,DELAI,ssr,rha_med,24,,,,,
Top transcodage UCD13 auto,1,71,71,c,TOPUCD13,ssr,rha_med,24,,,,,
Filler,25,72,96,c,Filler,ssr,rha_med,24,,,,,
N° FINESS d'inscription e-PMSI,9,1,9,c,NOFINESS,ssr,rha_um,24,,,,,
N° format,2,10,11,c,NOFORMAT,ssr,rha_um,24,,,,,
Année période,4,12,15,c,ANNEE,ssr,rha_um,24,,,,,
N° période (mois),2,16,17,c,MOIS,ssr,rha_um,24,,,,,
N° FINESS géographique,9,18,26,c,NOFINESSGEO,ssr,rha_um,24,,,,,
N° UM,4,27,30,c,UM,ssr,rha_um,24,,,,,
Type d'autorisation,3,31,33,c,TYPAUT,ssr,rha_um,24,,,,,
Type d'hospitalisation,1,34,34,c,TYPEHOSPI,ssr,rha_um,24,,,,,
,10,1,10,c,Filler,ssr,rhs,24,,,,,
